Id,SalePrice
1461,122162.33901220546
1462,152969.0098739682
1463,189795.98586726157
1464,200444.27625468088
1465,188940.62678398
1466,177544.03542329423
1467,180447.50809260228
1468,168011.32666049397
1469,190502.98483140854
1470,124926.66774413244
1471,195790.6306721396
1472,97241.10996551703
1473,97373.61385040243
1474,148196.67002000017
1475,109903.55450021244
1476,373757.20135906985
1477,234422.32536441286
1478,291425.9118325899
1479,282748.8782124125
1480,519988.76998455246
1481,341557.8116290317
1482,204625.43543335443
1483,177506.15744919714
1484,160836.04952969353
1485,184922.55158022835
1486,196942.7177276967
1487,338711.26883424533
1488,228674.37232027145
1489,194178.46675593103
1490,242277.43687404692
1491,192557.29645007648
1492,88583.41689629747
1493,184263.8470680525
1494,283883.027377272
1495,291889.75791726407
1496,234792.33404772624
1497,185841.3786305934
1498,166691.21752928768
1499,166865.73838037797
1500,164494.59817304977
1501,177016.14510256684
1502,151792.24375441356
1503,294718.207118202
1504,243580.80696442752
1505,229319.3117925826
1506,197077.20077887797
1507,262893.36346587836
1508,204163.9599486932
1509,159310.27831383928
1510,148594.4719773595
1511,148816.9234227775
1512,173597.40435483074
1513,140640.06483377726
1514,149888.5679617374
1515,204799.1158650292
1516,150247.830891787
1517,162277.61098790664
1518,132009.8882365219
1519,218016.8214263168
1520,130122.80131985185
1521,131158.7285474596
1522,170791.9635812876
1523,113325.67363724917
1524,124085.87915151016
1525,119433.41949888557
1526,114404.5714243886
1527,104415.15009621515
1528,132543.48339053555
1529,147192.53001355275
1530,177092.80489480423
1531,105923.03011390615
1532,92576.94132813986
1533,144525.4527720683
1534,118009.63814771341
1535,157693.847502797
1536,111505.42316982224
1537,76773.84321950181
1538,137919.90097551042
1539,186539.38332813833
1540,80112.60725763459
1541,135252.13368242074
1542,147101.94346461876
1543,187424.51785331557
1544,82785.85531448638
1545,106091.71664944584
1546,133930.07793067294
1547,128307.98646231543
1548,129349.17297931788
1549,116283.88426912641
1550,137396.26838035855
1551,105650.31733834739
1552,141941.0164165582
1553,139369.82538709327
1554,112655.03880272893
1555,168338.24694449932
1556,82448.54805959648
1557,108034.40698365323
1558,94059.98255651572
1559,80172.2882191992
1560,136412.04481550353
1561,129567.31655679212
1562,130052.56106114609
1563,123413.1729300427
1564,162142.94220669588
1565,151222.34319797924
1566,240915.13294893407
1567,78715.71590319679
1568,233901.9880660384
1569,146649.45031632567
1570,137707.0515606984
1571,121174.56497865323
1572,143641.44547516207
1573,234567.94033094752
1574,115207.40334242275
1575,232067.37927225392
1576,262464.4731586516
1577,179470.57034082568
1578,134550.58317927315
1579,141879.56095898064
1580,188444.95365416448
1581,155877.95340309784
1582,124254.82889823713
1583,321759.29600797343
1584,228861.83156508347
1585,139619.6015457733
1586,74576.00822228543
1587,97483.74698655897
1588,147404.84817586886
1589,100432.71071943325
1590,131033.6721020415
1591,96697.92794651142
1592,115770.72543531052
1593,115531.03802959473
1594,124380.5625344358
1595,128355.2183575045
1596,240028.7095175018
1597,190463.40113326165
1598,214899.74070096476
1599,161192.2438362098
1600,157874.3811455109
1601,71973.82715907347
1602,112752.0731403314
1603,68770.37832992684
1604,286040.9118037182
1605,248958.1501521194
1606,171697.68469831685
1607,177442.08017623395
1608,218316.53206220007
1609,179245.9132807736
1610,157470.79361034208
1611,141693.13902288067
1612,178545.12666756503
1613,176472.41291807513
1614,127237.63863943673
1615,91603.02559018337
1616,79960.2046410271
1617,91972.5640865793
1618,125368.68538013905
1619,138452.37347760104
1620,196528.81508649964
1621,140683.530987523
1622,139025.71878129925
1623,279770.01653059054
1624,230324.45502842637
1625,117162.5084612936
1626,169691.94552360266
1627,188650.06882505465
1628,280816.98448383476
1629,174392.5547641
1630,374401.36476745066
1631,210887.50695335583
1632,240009.1334426153
1633,171560.7867394589
1634,192311.1684998883
1635,179674.72867881716
1636,155579.21719150475
1637,205099.0103040949
1638,183022.81154347176
1639,185653.58678449862
1640,257038.38452980397
1641,178514.40650490907
1642,241009.56443384214
1643,221025.33085933357
1644,233447.2995010504
1645,204852.20737537756
1646,156331.1512409706
1647,153032.17742785113
1648,136309.73098943033
1649,140623.16188619952
1650,114208.72513817465
1651,125592.85841178874
1652,98344.34511220636
1653,98746.35401277918
1654,146726.5497336776
1655,138287.3285139889
1656,143866.61168558488
1657,151170.94840675363
1658,146168.92206814906
1659,115213.4198062705
1660,157663.04913006298
1661,470900.2009496229
1662,407459.74659079
1663,387443.69526290003
1664,524519.5509142819
1665,309873.8905305573
1666,328794.7938895035
1667,386625.1472739475
1668,342501.7179349966
1669,291783.29855034786
1670,342423.3209175247
1671,263158.1388024101
1672,442799.82301480195
1673,295804.38131523534
1674,239144.2954766158
1675,194793.64335770073
1676,198262.08192047334
1677,219009.66086522484
1678,466793.5616332355
1679,411705.435676429
1680,340775.63781435596
1681,247058.57045496153
1682,308529.63371692365
1683,186477.99781669214
1684,176774.16081379057
1685,175411.66570931696
1686,169295.57737256403
1687,170179.2103560883
1688,191474.81575710137
1689,194277.0901706324
1690,195394.73298897914
1691,182934.5913599931
1692,260806.7644751309
1693,167315.50656859076
1694,186167.44558249172
1695,162994.0477148782
1696,287792.01540955505
1697,166784.00763590276
1698,345319.7324987054
1699,304664.8279618509
1700,250946.80204171716
1701,272148.92966201523
1702,241915.13958256398
1703,245613.12389743316
1704,281074.2147769246
1705,226919.32462394363
1706,452332.24175378284
1707,214345.87852464442
1708,206307.52032219566
1709,263648.0090445387
1710,221873.5021845677
1711,268534.541137908
1712,253234.7495995391
1713,285433.41500452
1714,228635.15820794858
1715,204271.55750556214
1716,181325.52308004146
1717,173140.039254902
1718,134904.5934625864
1719,208252.48211983356
1720,235809.23437565667
1721,160789.48452496761
1722,129067.10172225503
1723,159054.04825182594
1724,208838.07020721177
1725,242381.70066525746
1726,192894.60043686067
1727,162186.35450026547
1728,175629.00090707326
1729,167126.60644580453
1730,143344.1976286068
1731,120020.11068682915
1732,131894.40881468038
1733,116291.02562758246
1734,121214.40262073827
1735,124423.02898805187
1736,111539.4307768762
1737,307205.553528627
1738,235371.24449026072
1739,279450.98846627044
1740,241055.22014933656
1741,197049.09623041088
1742,176777.38251077593
1743,177655.8023395309
1744,319397.0629118536
1745,220839.20371041246
1746,190432.70843905112
1747,215278.50825119088
1748,233694.5564176419
1749,156793.01831953984
1750,124636.89510733358
1751,247369.80733601018
1752,120415.4651947701
1753,152923.29892105312
1754,197271.66985654258
1755,169781.47588548678
1756,129819.4357225605
1757,117969.34353623052
1758,148821.90095595078
1759,156554.31680851828
1760,164176.7362464721
1761,148093.66021508063
1762,176573.16394629233
